texto,respuesta
"But...what if he has Boh support a move to Munich from one of the other two?  You're equally sunk.

You're right, of course.  That is the one scenario that's a problem.  It's just that I think it's the least likely - far less likely than Boh providing the support for an attack.  That's because we don't have a unit adjacent to Bohemia, so we can't break the support.

Unless you're going to double support Munich, we have to do it this way.  Elsewise, if he double supports (with one support from Boh) we're toast, and we have no way to know which of the supports we should hit.",1
"Yeah, which is why I think berlin should support munich.",1
"Play it out.

Berlin supports Munich Hold.
Piedmont to Tyrolia.

Turkey:
Tyr-Mun
Boh s Tyr-Mun
Sil s Tyr-Mun [or] s War-Pru [or] something else.

Munich is lost, and there are armies in 2 of Trieste, Venice, and Rome.  Probably those last two (convoy from Alb).",1
I think the chance that Tyr moves to Mun is less of a risk Mun moving to Boh,1
"Possibly.  Everyone's different.

If you were him, your move would be to move the one unit that can support without risk of being broken?  Bohemia is definitely, definitely going to support.  If he puts everything into taking Munich we can't stop him.  But as long as Russia doesn't move to Burgandy we can make him pay, and have it back for the last fall turn.

If he takes it from Tyr or Sil, you retreat to Burgandy and between us we have armies in Ruh, Bur, and two of Ber, Tyr, or Sil, right?
If he tries to take it from Boh, he fails, and we have all of those except Mun instead of Bur.  If he moves Boh somewhere else, Munich falls to any move from Sil or Tyr, but we're in an even better position - we're in Boh now, with position both on Munich and Vienna.",1
"Ok, you convinced me",1
"Which almost certainly means that I'll be catastrophically wrong, of course.",1
You'll be wanting to retreat to burgundy now.,1
"Tsk tsk, I told you I was right",0
What are you thinking for moves?,1
"The result of being wrong was better my way, and you would have lost it either way.

Haven't looked yet.  At a glance it looks pretty tough to screw it up, though.",1
"I’m going to bed soon and won’t have too much time in the morning, so if u have ideas sooner is better",1
Sorry,1
"F Bre
A Bur - Mun
A Ruh S Bur - Mun
F Tun S TYS - ION
A Tus - Ven
A Tyr - Boh
F TYS - ION'",1
Why didn’t you place moves?,1
Germany? Now isn't a good time to be zoning out.,1
"Was a little tied up at work.  Then with finding whoever came up with the concept of a ""code freeze"" and torturing them.

In fairness, not much I could have done or not done would have mattered.",1
"Anyway, how do you feel about helping me to finish up the game holding my home centers?",1
"Nah.  Would have worked in the Spring, but there's no good way to do it at this point...",1
"F Bre - Par
A Mun H
A Pie S Tus - Ven
A Ruh S Mun
F Tun - ION
A Tus - Ven
F TYS - Nap

and

A ber H
A kie S Mun H
F bal S ber H",1
Garuntees 5 way win,1
R u there?,1
"Yes.  That's fine.  I'll have Berlin do something, but still.",1
Why would you have Berlin do anything? That will mess up the support from F BAL.,1
Support,1
K,1
Hey how's it going!? Hoping we can work together in this one. How you feeling about gal this year? Should we bounce there?,1
"Greetings Austria, nice to make your acquaintance.

This is definitely a unique game given the time constraints and high stakes. I intend to strike Northwest in an attempt to build a large fleet line extending across the North Atlantic. I need your cooperation to make this work, however. I need you to eliminate Turkey as a threat, and quickly so that I can turn my full attention North. Here is what I propose:

I take RUM, but agree to take no centers South of RUM.
Spring 1901 I move A MOS-STP
We both agree to a total DMZ in GAL
Fall 1901 I will move A WAR North
I will use any available strength along my Southern border to support you in taking the Balkans and Turkey throughout the game.

I think if we can both maintain trust you and I can hold the majority of centers between the two of us in 1910, and we'll both walk out of this game with the spoils. What do you think?",0
Sounds interesting! What does A War do in the spring?,1
"I think A WAR-MOS. It allows me to backfill and on the off chance you do stab me and move to GAL I can bounce WAR in the Autumn then build in WAR, to be frank.",0
Ok. So you want to take rum this year with your fleet? You're ok giving up the black sea? Or are you hoping for a DMZ there?,1
"Bounce in the spring, hope for the DMZ in the fall",0
Alright well I'll take the risk and DMZ gal from the outset. Gotta trust someone from the start and your plan is sound for the both of us.,1
"Sorry that the game had to go the way it did, but it's just the game. Nice playing with you. Sorry about the stab.",1
"Howdy diddly do, neighbor!

Any thoughts on how you'd like the opening stages to go?",1
I'd love to take all of the balkans and Rumania then all of Italy and France in the next 2 years. Seems like a decent opening!? How about you? 🙂,1
"Wouldn't we all love that?  I mean, not specifically you taking all that...
Seriously, though, you have any thoughts on what kind if longer term partner you want? Any grudges you need to work out on the board?",1
"You, umm, want to ask me to get my fleet out to help slow down Italy?",1
I think we are both an early dinner at this point but sure!,1
I've put prelim orders in to support Greece to ion and stand Italy out.  Let me know if that's wasted effort,1
I'll support you into ION instead. I don't want to be leaving Greece.,1
https://tenor.com/view/turkey-slice-cut-thanksgiving-gif-3575755,1
"Good idea - help Russia, I'm sure that will work out well for you haha",1
"Hey Turkey! 

How's it looking over there in the east? Anyways, I was wondering in if you have any intel on Italy, since I haven't heard much from them. I realize we most likely won't have too much to do with each other in the beginning, but I'm looking forwards to working with you later in the game if were both still around! 

-France",1
Oh my bad Austria 😳,1
"Well, same could go for you ig",0
"I'm the same, have heard nothing from Italy.",1
"Hey austria; I don't know if you have noticed but russia is huge rn and is about to crush both you and turkey, and then procede to run over the rest of the map. Idk how your relationship with turkey or italy is, but you guys really need to work together to stop russia.",1
I haven't noticed! lol. I have noticed. Italy is working with Russia and is unresponsive. Turkey and perhaps even Germany are going to help but I think this ship has sailed 🙂,1
Eh. It's only been a year. Can't be over yet. *right?*😫,1
Haha well Turkey is now working with Russia so good luck in stopping that Russia train now haha,1
😈 watch me,1
"Hey England, sorry I've been so long in reaching out.

Just wanted to make it clear that I hold no I'll intentions toward you, and my moves Spring 1901 should prove that. I will absolutely not be moving A MOS-STP, and I'd hope to consider you a welcome neighbor should you decide to take NWY in the future. We each stand to gain little by meddling in each other's business, I would be happy to leave you to your business in the West while I play in my own sphere of influence.

Best wishes and good luck!",0
